TiempoEjecucion,AnguloPitch,AnguloRoll,AnguloYaw,G_Pitch,G_Roll,G_Yaw,G_Pitch_filtrada,G_Roll_filtrada,G_Yaw_filtrada,Ax,Ay,Az,Ax_filtrada,Ay_filtrada,Az_filtrada,posZ,posZ_filtrada,velZ,motorDelantero,motorTrasero,motorDerecho,motorIzquierdo,EstadoEncendido,MensajesRecibidos
235.528004884,-8,-8,-31,-2,-9,-31,-3,0,2,-37,-134,252,75,33,216,6,6,0,113,106,111,107,1,21314
235.541877985,-7,-8,-31,-2,-8,-31,-5,-2,1,-37,-134,252,75,33,216,6,6,0,113,106,111,107,1,21315
235.558958053,-8,-9,-31,-4,-8,-31,-5,-2,1,-90,-41,178,5,-108,200,6,6,0,107,116,106,109,1,21316
235.569964885,-7,-10,-31,-7,-9,-31,-4,-1,1,-88,59,195,-83,-181,204,6,6,0,115,106,108,110,1,21317
235.581252098,-7,-10,-31,-7,-9,-31,-4,-1,1,-88,59,195,-83,-181,204,6,6,0,115,106,108,110,1,21318
235.594938039,-6,-10,-31,-6,-8,-31,-2,0,2,-88,59,195,-83,-181,204,6,6,0,108,118,112,100,1,21319
235.612392902,-4,-13,-31,-8,-10,-31,-2,0,2,-137,104,113,-115,-97,208,6,6,0,111,115,109,103,1,21320
235.627984046,-5,-11,-31,-6,-11,-31,0,0,4,60,-128,5,-94,47,187,6,6,0,111,115,109,103,1,21321
235.63394308,-5,-11,-31,-6,-11,-31,0,0,4,60,-128,5,-94,47,187,6,6,0,111,113,102,112,1,21322
235.6450181,-5,-10,-31,-6,-10,-31,1,0,6,60,-128,5,-94,47,187,6,6,0,111,113,102,112,1,21323
235.665217876,-5,-9,-31,-4,-12,-31,1,0,6,52,-26,49,-62,91,169,6,6,0,112,107,111,108,1,21324
235.67623806,-5,-9,-31,-4,-11,-31,1,0,5,-41,-21,80,-16,3,206,6,6,0,112,107,111,108,1,21325
235.690124034,-5,-9,-31,-4,-11,-31,1,0,5,-41,-21,80,-16,3,206,6,6,0,107,111,112,108,1,21326
235.698141098,-5,-9,-31,-3,-10,-31,0,0,2,-41,-21,80,-16,3,206,6,6,0,107,111,112,108,1,21327
235.718957901,-5,-7,-31,-4,-9,-31,0,0,-1,97,-16,16,34,-86,33,6,6,0,106,113,106,114,1,21328
235.730195045,-5,-6,-31,-5,-8,-31,0,0,-4,13,-18,149,50,-73,81,6,6,0,106,113,106,114,1,21329
235.74113202,-5,-6,-31,-5,-8,-31,0,0,-4,13,-18,149,50,-73,81,6,6,0,110,105,115,107,1,21330
235.758614063,-4,-5,-31,-4,-7,-31,1,0,-3,13,-18,149,50,-73,81,6,6,0,110,105,115,107,1,21331
235.772062063,-2,-5,-31,-4,-7,-31,1,0,-3,-4,150,251,34,-1,38,6,6,0,106,115,105,112,1,21332
235.787734031,0,-7,-31,-3,-6,-31,1,0,-1,-96,90,120,16,48,206,6,6,0,106,115,105,112,1,21333
235.793973922,0,-7,-31,-3,-6,-31,1,0,-1,-96,90,120,16,48,206,6,6,0,114,105,110,108,1,21334
235.804986953,0,-7,-31,-3,-5,-31,1,0,0,-96,90,120,16,48,206,6,6,0,114,105,110,108,1,21335
235.825118064,0,-12,-31,-1,-6,-31,1,0,0,-130,-14,6,-11,74,150,6,6,0,109,111,109,108,1,21336
235.836005926,0,-10,-31,0,-7,-31,0,0,1,57,11,188,-63,83,129,6,6,0,109,111,109,108,1,21337
235.847110986,0,-10,-31,0,-7,-31,0,0,1,57,11,188,-63,83,129,6,6,0,107,114,102,115,1,21338
235.858026027,0,-10,-31,0,-6,-31,0,0,1,57,11,188,-63,83,129,6,6,0,107,114,102,115,1,21339
235.883789062,0,-10,-31,2,-9,-31,0,0,1,-16,57,182,-91,53,106,6,6,0,113,103,115,107,1,21340
235.889038085,2,-9,-31,2,-10,-31,0,-1,1,9,148,228,-49,11,109,6,6,0,113,103,115,107,1,21341
235.903946876,2,-9,-31,2,-10,-31,0,-1,1,9,148,228,-49,11,109,6,6,0,110,107,113,108,1,21342
235.911350965,2,-8,-31,2,-9,-31,0,-1,0,9,148,228,-49,11,109,6,6,0,110,107,113,108,1,21343
235.932301044,0,-8,-31,2,-8,-31,-2,1,-2,-48,-120,13,18,22,172,6,6,0,109,110,108,111,1,21344
235.943001985,0,-8,-31,3,-7,-31,-3,4,-3,-27,-72,163,27,56,243,6,6,0,109,110,108,111,1,21345
235.95404005,0,-8,-31,3,-7,-31,-3,4,-3,-27,-72,163,27,56,243,6,6,0,112,103,116,107,1,21346
235.967320919,0,-8,-31,2,-7,-31,-2,3,-2,-27,-72,163,27,56,243,6,6,0,112,103,116,107,1,21347
235.985056877,-1,-4,-31,3,-6,-31,-1,0,-1,237,-19,180,-12,19,0,6,6,0,105,113,104,116,1,21348
235.995970964,-4,-4,-31,1,-6,-31,0,-1,0,-31,-157,150,-6,-72,209,6,6,0,114,106,108,109,1,21349
236.007025003,-4,-4,-31,1,-6,-31,0,-1,0,-31,-157,150,-6,-72,209,6,6,0,114,106,108,109,1,21350
236.017968893,-3,-4,-31,1,-6,-31,0,-3,0,-31,-157,150,-6,-72,209,6,6,0,111,108,106,112,1,21351
236.039015054,-2,0,-31,-1,-4,-31,0,-3,0,224,101,251,73,-113,161,6,6,0,115,102,117,104,1,21352
236.050009965,-3,-1,-31,-2,-1,-31,-3,-1,0,-9,-89,26,139,-69,164,6,6,0,115,102,117,104,1,21353
236.060973882,-3,-1,-31,-2,-1,-31,-3,-1,0,-9,-89,26,139,-69,164,6,6,0,105,112,103,117,1,21354
236.072957992,-3,-1,-31,-2,-1,-31,-4,0,-1,-9,-89,26,139,-69,164,6,6,0,105,112,103,117,1,21355
236.092006921,-1,0,-31,-2,0,-31,-4,0,-1,56,178,85,124,-2,221,6,6,0,108,111,117,102,1,21356
236.102979898,-2,-1,-31,-1,1,-31,-2,1,-1,-84,-97,46,60,36,36,6,6,0,108,111,117,102,1,21357
236.115220069,-2,-1,-31,-1,1,-31,-2,1,-1,-84,-97,46,60,36,36,6,6,0,107,111,110,109,1,21358
236.125173091,-2,-1,-31,-1,1,-31,0,1,-1,-84,-97,46,60,36,36,6,6,0,107,111,110,109,1,21359
236.146339893,-1,0,-31,0,1,-31,3,1,0,32,84,84,1,44,77,6,6,0,110,114,105,109,1,21360
236.156981945,-3,0,-31,0,1,-31,2,1,1,4,-179,54,-27,24,78,6,6,0,110,114,105,109,1,21361
236.168035984,-3,0,-31,0,1,-31,2,1,1,4,-179,54,-27,24,78,6,6,0,113,106,112,107,1,21362
236.179090023,-2,0,-31,0,1,-31,1,0,2,4,-179,54,-27,24,78,6,6,0,113,106,112,107,1,21363
236.19956398,-1,-2,-31,0,0,-31,1,0,2,-154,91,218,-25,-16,61,6,6,0,112,109,111,106,1,21364
236.20995903,-3,-4,-31,-1,0,-31,0,0,3,-120,-152,177,-26,-52,35,6,6,0,105,116,108,109,1,21365
236.221096038,-3,-4,-31,-1,0,-31,0,0,3,-120,-152,177,-26,-52,35,6,6,0,105,116,108,109,1,21366
236.23200798,-3,-4,-31,-1,0,-31,0,1,2,-120,-152,177,-26,-52,35,6,6,0,100,116,101,120,1,21367
